GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US95335,95335,ZCTA5 95335,103,91,-,**,85.4,24.4,-,**,0.0,26.5,-,**,14.6,24.4,-,**,0.0,26.5,-,**,0.0,26.5,-,**,0.0,26.5,-,**,0.0,26.5,-,**,16.5,27.6,-,**,68.9,35.8,-,**,0.0,26.5,-,**,0.0,26.5,-,**,100.0,26.5,-,**,0.0,26.5,-,**,40,49,-,**,37.5,56.1,-,**,62.5,56.1,-,**,100.0,46.9,-,**,0.0,46.9,-,**,0.0,46.9,-,**,63,77,-,**,27.0,54.1,-,**,27.0,54.1,-,**,0.0,37.3,-,**,73.0,54.1,-,**,73.0,54.1,-,**,0.0,37.3,-,**,44.7,(X),(X),(X),0.0,(X),(X),(X),73.0,(X),(X),(X)
8600000US95336,95336,ZCTA5 95336,15135,430,59694,3515,77.9,2.3,61448,3559,2.9,1.0,40132,18686,1.1,0.8,29017,6163,4.0,0.9,71042,13244,0.4,0.3,-,**,9.4,1.8,57857,9982,4.3,1.2,44722,14976,29.2,2.4,55648,7660,59.9,2.4,63805,3801,4.1,1.2,37404,20607,32.4,2.1,61477,5002,37.9,1.9,72410,5013,25.6,1.7,43423,4823,11358,435,65152,2714,44.0,2.7,60467,5622,56.0,2.7,72349,3476,73.3,3.0,74124,3262,17.6,2.4,32500,11453,9.1,2.2,56058,11071,3777,459,30243,2792,57.7,5.1,22195,4541,49.8,5.1,20892,2782,7.9,2.3,48367,6036,42.3,5.1,38852,9886,27.0,4.9,38571,10938,15.3,4.9,43359,25359,34.7,(X),(X),(X),34.5,(X),(X),(X),31.5,(X),(X),(X)
8600000US95337,95337,ZCTA5 95337,10629,345,72082,3765,72.9,2.5,72919,4059,4.7,1.2,64798,31190,0.3,0.3,84861,80422,8.6,1.2,86542,16124,0.3,0.4,-,**,8.8,1.9,61103,14958,4.3,1.2,49306,7240,28.2,2.7,65997,12522,54.3,2.7,73985,4027,3.2,1.4,49341,2864,38.3,2.2,75836,4880,43.0,2.6,76190,4768,15.5,1.7,41327,9295,8144,324,76741,3735,51.9,3.4,73114,6050,48.1,3.4,80644,4587,77.6,3.3,84039,5543,14.7,2.8,40320,5161,7.7,2.2,56579,17636,2485,323,41852,5769,49.6,6.8,34149,7026,37.7,6.2,29125,6685,11.8,4.2,49018,14580,50.4,6.8,52969,12891,36.2,6.7,47356,13364,14.2,4.4,85417,22951,34.7,(X),(X),(X),36.5,(X),(X),(X),27.2,(X),(X),(X)
8600000US95338,95338,ZCTA5 95338,4457,324,49207,4811,89.8,2.6,50338,6118,1.1,1.1,-,**,5.1,2.6,46579,23525,0.8,0.9,-,**,0.0,0.7,-,**,0.7,0.6,90417,79205,2.5,1.5,24896,11264,6.2,1.5,37000,16113,86.4,2.8,50591,6421,3.1,1.5,-,**,18.5,2.9,48789,6025,40.8,3.4,64091,10850,37.7,3.4,42169,6975,3170,306,57972,6769,30.4,4.8,62308,16819,69.6,4.8,57431,5709,80.8,4.2,65219,7187,9.9,3.1,37167,32829,9.3,3.9,-,**,1287,217,25383,3995,57.4,8.0,28482,9172,43.9,8.2,26571,5488,13.5,5.1,48438,33845,42.6,8.0,18333,6711,33.8,7.4,15987,4600,8.8,4.8,-,**,33.4,(X),(X),(X),32.1,(X),(X),(X),35.5,(X),(X),(X)
8600000US95340,95340,ZCTA5 95340,11952,290,50334,4451,70.6,2.6,56962,5008,4.2,1.3,24310,23944,1.2,0.8,-,**,7.9,1.4,38073,4231,0.1,0.2,-,**,14.2,2.2,41688,12233,1.7,0.7,-,**,31.8,2.5,43168,6902,54.2,2.4,62384,5219,4.8,1.4,21786,11240,32.7,2.3,44544,7936,39.7,2.3,62470,6542,22.8,1.6,49432,7874,8313,368,59025,3932,46.9,2.7,42392,6599,53.1,2.7,67599,2716,63.3,3.3,77774,9128,26.6,3.3,24649,4120,10.0,2.6,39129,2381,3639,331,26637,2960,55.3,5.8,24775,2794,46.2,5.8,25206,2736,9.2,2.9,-,**,44.7,5.8,29659,7434,32.8,5.5,26210,6241,11.9,3.9,37743,8728,36.1,(X),(X),(X),36.5,(X),(X),(X),30.8,(X),(X),(X)
8600000US95341,95341,ZCTA5 95341,8411,268,32957,2506,45.8,2.8,36723,3587,4.8,1.3,20714,7553,0.5,0.4,-,**,8.2,1.1,48472,17945,0.2,0.4,-,**,39.5,3.0,29339,3249,0.9,0.5,-,**,62.4,2.6,30855,2849,23.7,2.2,40127,6027,5.9,1.5,18700,10174,46.2,2.8,31079,3060,32.3,2.6,40128,4224,15.5,1.8,32272,4212,7213,297,32506,2817,59.1,3.1,25340,2756,40.9,3.1,40532,2445,55.7,3.0,41742,4693,33.1,3.1,19077,2083,11.2,2.3,36734,8260,1198,177,20980,4046,38.3,8.7,18160,3122,36.4,8.3,17365,2816,1.9,1.7,30179,7641,61.7,8.7,22478,4574,44.2,9.0,16860,7046,17.4,7.2,34180,11784,38.3,(X),(X),(X),37.4,(X),(X),(X),28.7,(X),(X),(X)
8600000US95345,95345,ZCTA5 95345,350,138,-,**,83.7,15.8,41806,31157,11.7,14.9,-,**,0.0,8.9,-,**,0.0,8.9,-,**,0.0,8.9,-,**,4.6,7.4,-,**,0.0,8.9,-,**,11.7,12.2,-,**,76.6,17.2,50278,46001,0.0,8.9,-,**,32.0,19.6,-,**,38.3,22.6,-,**,29.7,17.5,-,**,157,87,-,**,45.9,30.7,-,**,54.1,30.7,137543,114263,56.7,31.1,99583,89794,34.4,31.4,-,**,8.9,15.6,-,**,193,103,-,**,62.7,27.7,-,**,62.7,27.7,-,**,0.0,15.4,-,**,37.3,27.7,40000,14504,28.0,22.1,46250,22871,9.3,15.9,-,**,10.9,(X),(X),(X),12.7,(X),(X),(X),9.3,(X),(X),(X)
8600000US95346,95346,ZCTA5 95346,762,232,53310,14720,86.4,10.1,61000,34114,0.0,4.2,-,**,0.0,4.2,-,**,0.0,4.2,-,**,0.0,4.2,-,**,8.7,7.5,-,**,5.0,6.1,-,**,13.1,8.2,-,**,81.9,10.8,63188,34645,0.0,4.2,-,**,10.8,11.9,-,**,50.8,17.1,50286,4587,38.5,15.5,84508,42918,479,175,63406,28578,14.4,15.1,-,**,85.6,15.1,72045,48703,84.1,11.7,82614,40275,2.1,3.6,-,**,13.8,11.0,-,**,283,170,50339,49511,73.5,25.2,-,**,24.7,26.7,-,**,48.8,31.7,-,**,26.5,25.2,-,**,26.5,25.2,-,**,0.0,10.8,-,**,29.7,(X),(X),(X),28.4,(X),(X),(X),31.8,(X),(X),(X)
8600000US95348,95348,ZCTA5 95348,10757,312,41741,3172,58.8,3.3,44029,5888,7.8,1.9,40060,16762,1.0,0.8,-,**,11.9,2.1,42500,19907,0.7,0.7,-,**,16.2,2.6,36609,5664,3.6,1.1,36667,32861,34.8,3.0,39149,5472,42.7,3.3,42957,4732,10.2,2.3,39123,12950,36.5,3.5,47517,9884,35.0,3.3,51086,10043,18.3,2.3,31893,3507,7031,371,49127,8613,52.2,4.5,42192,9939,47.8,4.5,53131,6659,58.0,4.8,70444,8075,32.7,4.8,22780,5459,9.2,3.3,37661,5345,3726,335,31010,5666,47.7,7.1,33594,5867,37.6,6.2,30726,6947,10.0,4.6,56458,31570,52.3,7.1,26667,8694,35.2,6.8,19427,6801,17.1,6.0,43779,18619,40.9,(X),(X),(X),37.7,(X),(X),(X),42.2,(X),(X),(X)
8600000US95350,95350,ZCTA5 95350,19520,389,43876,1987,77.8,1.9,46319,2126,4.0,1.0,21422,14799,1.0,0.4,37875,36746,4.6,0.9,43627,15039,0.6,0.5,60804,29705,9.5,1.6,37940,2903,2.6,0.7,57083,25222,25.4,1.7,39758,3602,63.1,1.9,47142,3217,4.2,1.0,21671,8766,30.5,2.1,46914,6761,38.7,2.2,49427,5128,26.6,1.4,39233,2866,12361,480,51954,5146,44.7,2.6,41806,3755,55.3,2.6,58459,4529,63.4,2.7,69706,6316,24.7,2.6,30129,5712,11.9,2.1,35672,4293,7159,428,31536,3495,57.2,3.9,28004,4274,46.2,4.4,25112,5073,11.0,2.4,47261,7982,42.8,3.9,37982,7075,33.3,3.9,31981,9999,9.5,2.4,52893,15276,36.0,(X),(X),(X),35.9,(X),(X),(X),35.1,(X),(X),(X)
8600000US95351,95351,ZCTA5 95351,13299,331,36548,2057,64.6,2.3,40104,3123,2.5,0.8,25268,3745,0.8,0.4,22875,15673,6.7,1.1,29145,5468,0.5,0.4,41016,19739,20.9,2.1,32874,5987,3.9,1.0,17333,6289,61.6,2.5,37459,2724,25.9,2.1,37631,4594,7.0,1.6,37594,13612,38.4,2.3,34179,3900,35.5,2.4,41863,2110,19.1,1.7,28994,3483,10544,407,39299,2850,56.2,3.1,31347,2304,43.8,3.1,47068,3278,57.7,3.5,46463,3100,29.2,3.1,22905,2894,13.1,2.3,36371,8284,2755,312,20287,2797,48.8,6.0,18719,1561,34.3,5.5,14583,4864,14.5,4.4,35500,5484,51.2,6.0,25962,6649,30.9,5.1,15167,4565,20.3,4.6,38235,4894,42.0,(X),(X),(X),41.7,(X),(X),(X),35.8,(X),(X),(X)
8600000US95354,95354,ZCTA5 95354,8839,283,41558,3792,81.1,2.6,41708,3657,4.4,1.4,30568,15040,0.5,0.3,12031,2557,4.2,1.3,47188,29599,0.7,0.6,50547,24187,7.2,1.8,45054,23021,2.0,0.8,57845,9811,31.2,2.8,36341,5199,58.5,2.9,45750,4661,5.0,1.7,27035,8047,39.0,3.1,42592,5375,34.1,2.9,51031,3398,21.9,2.1,33398,6129,5714,298,47608,4471,48.2,3.2,38725,5385,51.8,3.2,56587,9287,59.1,4.4,63313,9712,27.7,3.9,26542,3890,13.2,2.7,47235,14635,3125,295,28565,2889,48.9,5.6,28761,3187,33.1,5.3,18750,6975,15.8,4.9,34698,4977,51.1,5.6,27973,7529,38.4,6.5,25054,6837,12.7,4.1,56528,42374,35.7,(X),(X),(X),37.6,(X),(X),(X),30.7,(X),(X),(X)
8600000US95355,95355,ZCTA5 95355,21228,484,59403,5042,80.7,2.0,59663,6041,4.3,1.1,31735,16267,0.9,0.5,-,**,5.9,1.1,80000,19896,0.8,0.6,58783,5834,5.1,1.4,51667,23240,2.3,0.7,49024,26759,22.6,1.7,51371,6094,63.8,2.2,64446,5335,3.4,1.0,32917,15950,33.2,2.1,62546,8575,39.0,2.3,74370,5998,24.4,1.7,43496,3561,14461,507,71928,4197,45.9,2.8,70361,6416,54.1,2.8,73518,4970,74.4,2.9,83078,5912,20.4,2.7,39212,5099,5.2,1.5,56042,14646,6767,604,38605,3945,56.2,5.5,36359,6595,50.3,5.4,32904,8042,5.9,2.3,68411,13795,43.8,5.5,42222,7017,36.8,5.7,40231,8294,7.0,2.7,54698,25603,32.9,(X),(X),(X),33.4,(X),(X),(X),28.0,(X),(X),(X)
8600000US95356,95356,ZCTA5 95356,11322,319,66286,4790,75.4,2.4,68687,5213,2.8,0.9,51708,8440,0.9,0.8,41690,1857,10.1,1.7,72228,24495,0.9,0.7,87941,20486,5.8,1.8,60296,19064,4.0,1.1,64239,9586,21.6,2.1,58702,12885,61.1,2.4,69145,5641,2.7,1.3,34044,17185,34.4,2.5,66225,8371,41.9,2.8,78618,9907,21.0,1.9,49773,8203,8295,397,73675,5260,40.9,3.3,69271,10455,59.1,3.3,76637,8036,73.4,3.5,87462,10280,19.9,3.4,36464,4287,6.7,1.6,53730,3921,3027,354,36426,6860,47.6,7.1,35352,13042,37.6,6.5,31210,10790,10.0,4.3,45930,34210,52.4,7.1,37075,6809,36.9,7.3,37005,7250,15.5,5.5,40072,17770,32.4,(X),(X),(X),33.5,(X),(X),(X),26.0,(X),(X),(X)
8600000US95357,95357,ZCTA5 95357,3665,226,58582,7403,76.6,5.3,61109,8539,1.2,1.2,-,**,2.0,1.7,-,**,6.5,2.4,48813,19189,2.1,2.9,-,**,9.1,3.1,-,**,2.6,1.7,77292,28962,30.6,4.9,46071,10831,57.0,5.0,67628,11245,0.5,0.5,-,**,31.5,4.9,48359,8142,44.7,5.7,66528,16516,23.4,3.9,61813,8874,2933,266,61978,7196,43.5,5.3,57500,15280,56.5,5.3,64271,11510,80.7,5.1,65706,10563,14.7,4.2,40081,14239,4.7,2.9,73047,41300,732,165,35381,9610,44.8,11.6,30798,13430,41.7,12.0,30186,13740,3.1,3.7,-,**,55.2,11.6,36737,20022,44.5,10.8,36525,13314,10.7,7.3,-,**,34.4,(X),(X),(X),34.4,(X),(X),(X),33.5,(X),(X),(X)
8600000US95358,95358,ZCTA5 95358,8777,306,51086,3166,73.2,2.7,52493,3396,1.5,0.7,73250,36208,1.0,0.7,15556,6129,3.5,1.0,59038,42431,0.1,0.1,-,**,18.3,2.5,46175,5571,2.6,0.8,59904,12264,51.0,2.3,45862,2879,42.2,2.6,60888,7535,2.0,0.9,31424,2359,36.9,2.8,45345,4195,43.6,2.5,61537,8965,17.6,1.8,42857,8321,7376,357,51524,3265,49.4,3.3,42058,4857,50.6,3.3,64286,6632,71.1,3.3,59794,5296,16.5,2.5,26518,7034,12.4,2.5,48345,12079,1401,226,35994,9133,36.8,7.2,25793,9147,29.3,7.1,22917,6824,7.5,4.0,-,**,63.2,7.2,39861,6663,48.0,7.5,31630,12938,15.2,5.9,68646,12009,41.4,(X),(X),(X),39.5,(X),(X),(X),37.0,(X),(X),(X)
8600000US95360,95360,ZCTA5 95360,3681,261,48454,7681,86.0,4.0,47895,7359,1.0,0.9,-,**,0.4,0.6,-,**,3.0,1.2,-,**,0.3,0.5,-,**,6.8,3.2,33906,26759,2.5,1.9,67679,18688,55.5,5.5,42924,12624,38.1,5.6,58197,5910,5.4,3.1,-,**,41.9,5.3,48700,16769,36.3,5.1,58006,8390,16.4,3.3,36563,18780,2959,195,49044,7459,52.2,6.6,52436,11383,47.8,6.6,46399,8880,67.8,7.7,59662,3051,19.7,6.3,30426,17084,12.5,5.4,33198,6111,722,211,37059,7215,40.4,11.2,12123,9292,37.0,10.9,12146,10406,3.5,4.9,-,**,59.6,11.2,42594,6963,48.1,11.2,39583,14186,11.5,9.5,43656,840,29.3,(X),(X),(X),27.5,(X),(X),(X),34.8,(X),(X),(X)
8600000US95361,95361,ZCTA5 95361,11851,377,57649,5459,92.2,1.9,59417,6563,1.1,0.9,"2,500-",***,0.0,0.3,-,**,1.5,0.7,96250,67241,0.2,0.3,-,**,2.4,1.0,31273,9151,2.6,0.9,50673,27083,18.0,2.5,38370,12298,77.8,2.6,65179,8130,2.5,1.1,19025,13353,31.4,2.1,56688,19583,42.0,2.5,71521,5758,24.1,2.0,48292,4100,8761,342,71264,3897,46.3,3.4,72037,10202,53.7,3.4,70682,3642,73.3,3.4,86130,5449,18.1,2.8,26742,6000,8.6,2.4,54637,17167,3090,366,27535,5551,57.5,7.2,20520,4430,51.8,7.3,18125,3674,5.7,3.0,26598,14118,42.5,7.2,41658,14520,29.5,5.5,39706,10004,13.0,5.2,55039,18690,34.5,(X),(X),(X),33.8,(X),(X),(X),35.2,(X),(X),(X)
8600000US95363,95363,ZCTA5 95363,7185,408,54440,4554,75.0,4.1,49770,7122,6.5,2.0,100577,65113,0.5,0.5,-,**,4.4,1.9,52422,46081,1.0,1.0,63537,22562,7.9,2.7,52639,16186,4.7,2.3,106915,29374,52.0,3.8,48621,6903,32.8,3.9,56343,11049,2.2,1.5,35970,15811,41.4,4.1,56957,6392,40.1,4.3,69254,17507,16.3,2.3,43611,8677,5843,386,58992,4724,54.9,4.8,58103,6045,45.1,4.8,63641,11641,73.7,5.0,71556,10469,19.8,3.7,28304,5286,6.5,3.3,60738,13973,1342,315,40097,21177,36.8,11.4,14118,13447,32.3,10.8,12038,8082,4.5,3.9,-,**,63.2,11.4,47705,7394,44.6,11.9,39531,27138,18.6,11.6,-,**,29.6,(X),(X),(X),29.7,(X),(X),(X),23.7,(X),(X),(X)
8600000US95364,95364,ZCTA5 95364,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
8600000US95365,95365,ZCTA5 95365,1310,88,35816,7488,52.8,7.8,32000,11132,0.5,1.1,-,**,1.4,1.4,-,**,2.1,3.3,-,**,0.0,2.4,-,**,42.4,7.6,40035,9286,0.8,1.2,-,**,93.4,4.3,36837,6959,5.3,4.0,-,**,5.8,3.8,26667,14993,42.1,7.6,30304,8960,37.5,8.2,42875,14768,14.7,5.3,22885,18858,1159,100,36250,7404,55.1,9.1,28603,5301,44.9,9.1,42750,16753,62.8,9.5,38913,6562,23.6,8.3,20690,8727,13.5,5.9,42625,14782,151,64,26597,10310,23.8,16.2,13214,6962,15.2,13.3,-,**,8.6,11.0,-,**,76.2,16.2,30234,8180,59.6,20.2,27361,12310,16.6,17.4,-,**,45.4,(X),(X),(X),42.6,(X),(X),(X),49.0,(X),(X),(X)
8600000US95366,95366,ZCTA5 95366,5907,314,78722,6088,90.6,2.4,78648,6073,0.3,0.3,-,**,0.9,1.1,154306,46892,2.3,1.0,-,**,0.0,0.5,-,**,3.5,1.6,58233,19051,2.5,1.2,103500,67467,14.4,2.5,61181,11936,81.4,3.0,79344,7002,2.3,1.4,-,**,31.4,2.7,86853,11705,42.9,2.8,98125,18104,23.4,2.8,49188,8577,4534,233,90316,6512,45.9,3.5,95565,10263,54.1,3.5,88566,8328,83.1,3.3,100938,5821,12.3,3.1,40037,6128,4.6,2.5,-,**,1373,213,45737,12866,51.5,9.2,27841,11185,43.6,8.8,28043,13442,7.9,5.7,-,**,48.5,9.2,58919,7750,33.7,8.1,51354,12834,14.8,8.2,-,**,28.9,(X),(X),(X),26.7,(X),(X),(X),34.4,(X),(X),(X)
8600000US95367,95367,ZCTA5 95367,7215,201,62326,2545,82.5,2.9,61341,2916,1.3,0.8,-,**,0.7,0.6,-,**,4.3,1.2,86811,36559,0.5,0.6,-,**,7.7,2.2,62147,7877,3.2,1.4,-,**,46.2,2.8,53909,6684,45.6,3.0,67969,8972,2.7,1.5,36979,3422,42.6,3.2,66592,3661,34.9,3.1,67333,7842,19.8,1.9,49236,8936,5654,202,64629,2875,54.5,2.8,63559,4675,45.5,2.8,65451,4317,74.5,3.8,69684,5766,16.5,3.1,41193,6927,9.0,2.8,49808,31174,1561,243,47995,13333,60.4,8.8,37798,8775,44.4,7.9,32171,10563,16.0,5.4,62656,25306,39.6,8.8,61233,10770,26.3,6.8,40515,20633,13.3,7.2,74426,38640,41.0,(X),(X),(X),42.4,(X),(X),(X),26.5,(X),(X),(X)
8600000US95368,95368,ZCTA5 95368,4055,271,71730,6876,76.1,6.1,71420,8902,0.8,0.9,-,**,0.0,0.8,-,**,6.3,4.0,96382,19741,0.4,0.7,-,**,13.4,4.6,-,**,2.9,2.4,58445,7036,49.4,6.8,66225,16076,43.6,6.1,85086,11714,3.0,2.7,-,**,45.6,5.6,85397,13340,38.6,4.8,77568,13001,12.8,3.6,46296,10635,3582,255,72086,8817,58.2,6.1,69938,10370,41.8,6.1,78047,11236,75.1,5.5,83854,10849,10.5,4.5,28398,7049,14.5,5.8,59250,20835,473,155,42019,19453,71.5,12.2,50897,30303,69.1,12.5,50545,29526,2.3,4.0,-,**,28.5,12.2,37031,8283,18.8,10.4,36094,9649,9.7,8.5,-,**,29.0,(X),(X),(X),29.5,(X),(X),(X),16.7,(X),(X),(X)
8600000US95369,95369,ZCTA5 95369,345,56,49141,8344,77.1,7.8,48438,13518,0.0,9.0,-,**,2.9,3.9,-,**,1.2,1.6,-,**,0.0,9.0,-,**,16.5,7.1,48906,25637,2.3,2.5,-,**,27.2,7.6,47813,19765,68.7,7.9,50208,16764,0.0,9.0,-,**,37.1,9.9,52750,24363,42.9,10.0,47813,15885,20.0,7.4,50208,12565,254,54,52679,6898,50.8,11.8,49792,19826,49.2,11.8,53438,17389,76.8,10.8,63472,15496,18.5,10.6,40875,25111,4.7,4.0,-,**,91,39,23977,8435,31.9,18.3,-,**,26.4,16.4,12273,11502,5.5,10.2,-,**,68.1,18.3,-,**,57.1,18.3,24167,10101,11.0,13.0,-,**,42.6,(X),(X),(X),44.1,(X),(X),(X),38.5,(X),(X),(X)
8600000US95370,95370,ZCTA5 95370,12070,395,49904,3524,92.4,1.4,50509,3742,1.3,0.6,30993,23067,1.5,0.5,42380,11551,0.9,0.3,55714,7388,0.1,0.2,-,**,1.0,0.7,37500,15693,2.8,0.9,52888,24075,9.0,2.1,46266,9895,85.6,2.2,50948,3976,4.3,1.5,22500,15214,24.2,2.6,57657,3106,37.7,2.7,52186,5737,33.8,2.3,44725,7199,7704,472,64038,5553,33.1,3.2,62273,9417,66.9,3.2,64592,6697,77.4,2.8,75531,3387,15.0,2.7,27428,6241,7.6,1.9,40545,12925,4366,463,30766,2509,58.3,6.1,28502,3291,48.8,5.9,26386,5701,9.5,3.5,45208,20372,41.7,6.1,32533,2725,33.8,5.9,31321,2950,7.9,3.5,41000,5272,31.7,(X),(X),(X),32.4,(X),(X),(X),28.2,(X),(X),(X)
8600000US95372,95372,ZCTA5 95372,757,138,72917,16980,89.7,9.1,67589,26117,0.0,4.2,-,**,2.1,3.0,-,**,0.0,4.2,-,**,0.0,4.2,-,**,2.0,3.1,-,**,6.2,8.5,-,**,9.6,6.4,75573,20191,84.1,10.3,65272,28125,0.0,4.2,-,**,37.5,14.3,74840,14580,39.8,15.7,100938,47097,22.7,9.1,44800,14535,550,113,73254,12344,51.1,16.5,75677,38049,48.9,16.5,59044,17978,84.7,13.0,74688,26474,8.5,11.6,-,**,6.7,7.3,-,**,207,108,-,**,26.6,15.7,-,**,19.8,14.7,-,**,6.8,11.7,-,**,73.4,15.7,66111,65601,46.4,26.9,38333,16658,27.1,24.8,-,**,46.4,(X),(X),(X),49.1,(X),(X),(X),39.1,(X),(X),(X)
8600000US95374,95374,ZCTA5 95374,508,74,45132,12165,79.9,8.3,42019,15618,1.6,1.8,-,**,0.0,6.2,-,**,0.0,6.2,-,**,0.0,6.2,-,**,18.5,8.2,46974,42296,0.0,6.2,-,**,33.1,9.4,32381,23373,65.4,9.4,56500,13346,0.0,6.2,-,**,37.8,9.7,46711,23971,42.1,10.6,38750,33769,20.1,7.2,34688,29482,419,71,41971,14100,35.3,11.8,29821,26101,64.7,11.8,60139,38566,61.1,12.0,46316,23648,28.2,10.0,27059,9897,10.7,7.9,-,**,89,46,-,**,62.9,27.6,50750,39053,62.9,27.6,50750,39053,0.0,29.7,-,**,37.1,27.6,-,**,37.1,27.6,-,**,0.0,29.7,-,**,29.1,(X),(X),(X),27.7,(X),(X),(X),20.2,(X),(X),(X)
8600000US95375,95375,ZCTA5 95375,31,50,-,**,100.0,53.3,-,**,0.0,53.3,-,**,0.0,53.3,-,**,0.0,53.3,-,**,0.0,53.3,-,**,0.0,53.3,-,**,0.0,53.3,-,**,0.0,53.3,-,**,100.0,53.3,-,**,0.0,53.3,-,**,0.0,53.3,-,**,100.0,53.3,-,**,0.0,53.3,-,**,31,50,-,**,100.0,53.3,-,**,0.0,53.3,-,**,100.0,53.3,-,**,0.0,53.3,-,**,0.0,53.3,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),-,(X),(X),(X)
8600000US95376,95376,ZCTA5 95376,15445,445,68596,3411,69.7,2.5,68199,3911,5.5,1.0,80714,18046,0.5,0.3,55688,8816,9.5,1.4,81875,14409,0.4,0.3,-,**,9.3,1.4,56742,8824,5.2,1.1,60758,6087,32.9,1.7,59340,2728,48.2,2.2,73446,4439,2.8,0.7,30521,11966,38.0,1.8,68864,5582,43.2,1.8,78633,4659,16.0,1.2,48242,6035,12357,443,74083,2947,53.2,2.5,66411,5351,46.8,2.5,79163,4732,74.4,2.4,83529,3087,16.5,1.9,40678,2242,9.2,1.5,52188,13848,3088,325,38429,3141,46.3,4.7,31723,5338,38.8,4.7,28795,5297,7.6,3.0,71524,12600,53.7,4.7,46375,6420,39.6,5.2,42336,8830,14.1,3.7,64737,14209,27.1,(X),(X),(X),27.2,(X),(X),(X),22.6,(X),(X),(X)
