xYear,State,County,Age_Group,rundatetime,PatCount_Opioid,Population,,
2017,CA,Monterey,25-44 yrs,01APR2018:11:21:17,17544,"402,842",,
2017,CA,Napa,25-44 yrs,01APR2018:11:21:17,5766,"137,050",,
2017,CA,Nevada,25-44 yrs,01APR2018:11:21:17,4342,"95,997",,
2017,CA,Orange,25-44 yrs,01APR2018:11:21:17,124392,"3,016,237",,
2017,CA,Placer,25-44 yrs,01APR2018:11:21:17,17594,"351,384",,
2017,CA,Plumas,25-44 yrs,01APR2018:11:21:17,858,"18,613",,
2017,CA,Riverside,25-44 yrs,01APR2018:11:21:17,115044,"2,191,564",,
2017,CA,Sacramento,25-44 yrs,01APR2018:11:21:17,84996,"1,420,705",,
2017,CA,San Benito,25-44 yrs,01APR2018:11:21:17,2831,"53,857",,
2017,CA,San Bernardino,25-44 yrs,01APR2018:11:21:17,111704,"2,032,042",,
2017,CA,San Diego,25-44 yrs,01APR2018:11:21:17,144534,"3,091,958",,
2017,CA,San Francisco,25-44 yrs,01APR2018:11:21:17,36435,"805,232",,
2017,CA,San Joaquin,25-44 yrs,01APR2018:11:21:17,41043,"684,518",,
2017,CA,San Luis Obispo,25-44 yrs,01APR2018:11:21:17,11264,"269,227",,
2017,CA,San Mateo,25-44 yrs,01APR2018:11:21:17,25310,"690,399",,
2017,CA,Santa Barbara,25-44 yrs,01APR2018:11:21:17,18328,"424,106",,
2017,CA,Santa Clara,25-44 yrs,01APR2018:11:21:17,71173,"1,805,212",,
2017,CA,Santa Cruz,25-44 yrs,01APR2018:11:21:17,11957,"280,225",,
2017,CA,Shasta,25-44 yrs,01APR2018:11:21:17,10714,"184,231",,
2017,CA,Sierra,25-44 yrs,01APR2018:11:21:17,97,"2,910",,
2017,CA,Siskiyou,25-44 yrs,01APR2018:11:21:17,2035,"46,055",,
2017,CA,Solano,25-44 yrs,01APR2018:11:21:17,22011,"412,119",,
2017,CA,Sonoma,25-44 yrs,01APR2018:11:21:17,22117,"484,213",,
2017,CA,Stanislaus,25-44 yrs,01APR2018:11:21:17,35979,"518,345",,
2017,CA,Sutter,25-44 yrs,01APR2018:11:21:17,6137,"93,812",,
2017,CA,Tehama,25-44 yrs,01APR2018:11:21:17,3652,"54,639",,
2017,CA,Trinity,25-44 yrs,01APR2018:11:21:17,674,"13,701",,
2017,CA,Tulare,25-44 yrs,01APR2018:11:21:17,24697,"438,352",,
2017,CA,Tuolumne,25-44 yrs,01APR2018:11:21:17,2695,"54,242",,
2017,CA,Ventura,25-44 yrs,01APR2018:11:21:17,37110,"827,963",,
2017,CA,Yolo,25-44 yrs,01APR2018:11:21:17,9223,"202,753",,
2017,CA,Yuba,25-44 yrs,01APR2018:11:21:17,5622,"71,319",,
2017,CA,Alameda,45-64 yrs,01APR2018:11:21:17,83622,"1,515,717",,
2017,CA,Alpine,45-64 yrs,01APR2018:11:21:17,26,"1,115",,
2017,CA,Amador,45-64 yrs,01APR2018:11:21:17,3562,"38,211",,
2017,CA,Butte,45-64 yrs,01APR2018:11:21:17,20602,"220,287",,
2017,CA,Calaveras,45-64 yrs,01APR2018:11:21:17,4575,"45,570",,
2017,CA,Colusa,45-64 yrs,01APR2018:11:21:17,1231,"21,608",,
2017,CA,Contra Costa,45-64 yrs,01APR2018:11:21:17,71889,"1,043,451",,
2017,CA,Del Norte,45-64 yrs,01APR2018:11:21:17,2568,"28,596",,
2017,CA,El Dorado,45-64 yrs,01APR2018:11:21:17,17299,"180,987",,
2017,CA,Fresno,45-64 yrs,01APR2018:11:21:17,62069,"935,100",,
2017,CA,Glenn,45-64 yrs,01APR2018:11:21:17,2275,"28,708",,
2017,CA,Humboldt,45-64 yrs,01APR2018:11:21:17,10851,"134,681",,
2017,CA,Imperial,45-64 yrs,01APR2018:11:21:17,9884,"170,552",,
2017,CA,Inyo,45-64 yrs,01APR2018:11:21:17,1398,"19,497",,
2017,CA,Kern,45-64 yrs,01APR2018:11:21:17,61709,"841,588",,
2017,CA,Kings,45-64 yrs,01APR2018:11:21:17,9036,"151,702",,
2017,CA,Lake,45-64 yrs,01APR2018:11:21:17,7409,"64,599",,
2017,CA,Lassen,45-64 yrs,01APR2018:11:21:17,2444,"37,144",,
2017,CA,Los Angeles,45-64 yrs,01APR2018:11:21:17,498608,"9,811,939",,
2017,CA,Madera,45-64 yrs,01APR2018:11:21:17,9382,"150,446",,
2017,CA,Marin,45-64 yrs,01APR2018:11:21:17,15064,"251,685",,
2017,CA,Mariposa,45-64 yrs,01APR2018:11:21:17,1591,"16,900",,
2017,CA,Mendocino,45-64 yrs,01APR2018:11:21:17,7730,"87,595",,
2017,CA,Merced,45-64 yrs,01APR2018:11:21:17,17304,"254,483",,
2017,CA,Modoc,45-64 yrs,01APR2018:11:21:17,592,"8,506",,
2017,CA,Mono,45-64 yrs,01APR2018:11:21:17,710,"12,975",,
2017,CA,Monterey,45-64 yrs,01APR2018:11:21:17,21105,"402,842",,
2017,CA,Napa,45-64 yrs,01APR2018:11:21:17,8816,"137,050",,
2017,CA,Nevada,45-64 yrs,01APR2018:11:21:17,7875,"95,997",,
2017,CA,Orange,45-64 yrs,01APR2018:11:21:17,169684,"3,016,237",,
2017,CA,Placer,45-64 yrs,01APR2018:11:21:17,27136,"351,384",,
2017,CA,Plumas,45-64 yrs,01APR2018:11:21:17,1611,"18,613",,
2017,CA,Riverside,45-64 yrs,01APR2018:11:21:17,152081,"2,191,564",,
2017,CA,Sacramento,45-64 yrs,01APR2018:11:21:17,107461,"1,420,705",,
2017,CA,San Benito,45-64 yrs,01APR2018:11:21:17,3663,"53,857",,
2017,CA,San Bernardino,45-64 yrs,01APR2018:11:21:17,144798,"2,032,042",,
2017,CA,San Diego,45-64 yrs,01APR2018:11:21:17,186577,"3,091,958",,
2017,CA,San Francisco,45-64 yrs,01APR2018:11:21:17,35716,"805,232",,
2017,CA,San Joaquin,45-64 yrs,01APR2018:11:21:17,50038,"684,518",,
2017,CA,San Luis Obispo,45-64 yrs,01APR2018:11:21:17,18553,"269,227",,
2017,CA,San Mateo,45-64 yrs,01APR2018:11:21:17,34408,"690,399",,
2017,CA,Santa Barbara,45-64 yrs,01APR2018:11:21:17,25400,"424,106",,
2017,CA,Santa Clara,45-64 yrs,01APR2018:11:21:17,83069,"1,805,212",,
2017,CA,Santa Cruz,45-64 yrs,01APR2018:11:21:17,17800,"280,225",,
2017,CA,Shasta,45-64 yrs,01APR2018:11:21:17,17540,"184,231",,
2017,CA,Sierra,45-64 yrs,01APR2018:11:21:17,213,"2,910",,
2017,CA,Siskiyou,45-64 yrs,01APR2018:11:21:17,3772,"46,055",,
2017,CA,Solano,45-64 yrs,01APR2018:11:21:17,30648,"412,119",,
2017,CA,Sonoma,45-64 yrs,01APR2018:11:21:17,35077,"484,213",,
2017,CA,Stanislaus,45-64 yrs,01APR2018:11:21:17,44431,"518,345",,
2017,CA,Sutter,45-64 yrs,01APR2018:11:21:17,7977,"93,812",,
2017,CA,Tehama,45-64 yrs,01APR2018:11:21:17,5188,"54,639",,
2017,CA,Trinity,45-64 yrs,01APR2018:11:21:17,1246,"13,701",,
2017,CA,Tulare,45-64 yrs,01APR2018:11:21:17,28507,"438,352",,
2017,CA,Tuolumne,45-64 yrs,01APR2018:11:21:17,4955,"54,242",,
2017,CA,Ventura,45-64 yrs,01APR2018:11:21:17,54771,"827,963",,
2017,CA,Yolo,45-64 yrs,01APR2018:11:21:17,11716,"202,753",,
2017,CA,Yuba,45-64 yrs,01APR2018:11:21:17,6856,"71,319",,
2017,CA,Alameda,=< 14 yrs,01APR2018:11:21:17,3810,"1,515,717",,
2017,CA,Alpine,=< 14 yrs,01APR2018:11:21:17,0,"1,115",,
2017,CA,Amador,=< 14 yrs,01APR2018:11:21:17,81,"38,211",,
2017,CA,Butte,=< 14 yrs,01APR2018:11:21:17,650,"220,287",,
2017,CA,Calaveras,=< 14 yrs,01APR2018:11:21:17,125,"45,570",,
2017,CA,Colusa,=< 14 yrs,01APR2018:11:21:17,72,"21,608",,
2017,CA,Contra Costa,=< 14 yrs,01APR2018:11:21:17,3370,"1,043,451",,
2017,CA,Del Norte,=< 14 yrs,01APR2018:11:21:17,49,"28,596",,
2017,CA,El Dorado,=< 14 yrs,01APR2018:11:21:17,653,"180,987",,
2017,CA,Fresno,=< 14 yrs,01APR2018:11:21:17,3530,"935,100",,
2017,CA,Glenn,=< 14 yrs,01APR2018:11:21:17,89,"28,708",,
2017,CA,Humboldt,=< 14 yrs,01APR2018:11:21:17,332,"134,681",,
2017,CA,Imperial,=< 14 yrs,01APR2018:11:21:17,621,"170,552",,
2017,CA,Inyo,=< 14 yrs,01APR2018:11:21:17,30,"19,497",,
2017,CA,Kern,=< 14 yrs,01APR2018:11:21:17,2753,"841,588",,
2017,CA,Kings,=< 14 yrs,01APR2018:11:21:17,547,"151,702",,
2017,CA,Lake,=< 14 yrs,01APR2018:11:21:17,221,"64,599",,
2017,CA,Lassen,=< 14 yrs,01APR2018:11:21:17,86,"37,144",,
2017,CA,Los Angeles,=< 14 yrs,01APR2018:11:21:17,17647,"9,811,939",,
2017,CA,Madera,=< 14 yrs,01APR2018:11:21:17,492,"150,446",,
2017,CA,Marin,=< 14 yrs,01APR2018:11:21:17,866,"251,685",,
2017,CA,Mariposa,=< 14 yrs,01APR2018:11:21:17,39,"16,900",,
2017,CA,Mendocino,=< 14 yrs,01APR2018:11:21:17,246,"87,595",,
2017,CA,Merced,=< 14 yrs,01APR2018:11:21:17,1059,"254,483",,
2017,CA,Modoc,=< 14 yrs,01APR2018:11:21:17,16,"8,506",,
2017,CA,Mono,=< 14 yrs,01APR2018:11:21:17,52,"12,975",,
2017,CA,Monterey,=< 14 yrs,01APR2018:11:21:17,1414,"402,842",,
2017,CA,Napa,=< 14 yrs,01APR2018:11:21:17,396,"137,050",,
2017,CA,Nevada,=< 14 yrs,01APR2018:11:21:17,229,"95,997",,
2017,CA,Orange,=< 14 yrs,01APR2018:11:21:17,6413,"3,016,237",,
2017,CA,Placer,=< 14 yrs,01APR2018:11:21:17,1097,"351,384",,
2017,CA,Plumas,=< 14 yrs,01APR2018:11:21:17,30,"18,613",,
2017,CA,Riverside,=< 14 yrs,01APR2018:11:21:17,6108,"2,191,564",,
2017,CA,Sacramento,=< 14 yrs,01APR2018:11:21:17,3862,"1,420,705",,
2017,CA,San Benito,=< 14 yrs,01APR2018:11:21:17,245,"53,857",,
2017,CA,San Bernardino,=< 14 yrs,01APR2018:11:21:17,5812,"2,032,042",,
2017,CA,San Diego,=< 14 yrs,01APR2018:11:21:17,7472,"3,091,958",,
2017,CA,San Francisco,=< 14 yrs,01APR2018:11:21:17,960,"805,232",,
2017,CA,San Joaquin,=< 14 yrs,01APR2018:11:21:17,2296,"684,518",,
2017,CA,San Luis Obispo,=< 14 yrs,01APR2018:11:21:17,607,"269,227",,
2017,CA,San Mateo,=< 14 yrs,01APR2018:11:21:17,1733,"690,399",,
2017,CA,Santa Barbara,=< 14 yrs,01APR2018:11:21:17,1259,"424,106",,
2017,CA,Santa Clara,=< 14 yrs,01APR2018:11:21:17,5095,"1,805,212",,
2017,CA,Santa Cruz,=< 14 yrs,01APR2018:11:21:17,771,"280,225",,
2017,CA,Shasta,=< 14 yrs,01APR2018:11:21:17,447,"184,231",,
2017,CA,Sierra,=< 14 yrs,01APR2018:11:21:17,5,"2,910",,
2017,CA,Siskiyou,=< 14 yrs,01APR2018:11:21:17,106,"46,055",,
2017,CA,Solano,=< 14 yrs,01APR2018:11:21:17,1045,"412,119",,
2017,CA,Sonoma,=< 14 yrs,01APR2018:11:21:17,1243,"484,213",,
2017,CA,Stanislaus,=< 14 yrs,01APR2018:11:21:17,2129,"518,345",,
2017,CA,Sutter,=< 14 yrs,01APR2018:11:21:17,295,"93,812",,
2017,CA,Tehama,=< 14 yrs,01APR2018:11:21:17,181,"54,639",,
2017,CA,Trinity,=< 14 yrs,01APR2018:11:21:17,38,"13,701",,
2017,CA,Tulare,=< 14 yrs,01APR2018:11:21:17,1805,"438,352",,
2017,CA,Tuolumne,=< 14 yrs,01APR2018:11:21:17,142,"54,242",,
2017,CA,Ventura,=< 14 yrs,01APR2018:11:21:17,2225,"827,963",,
2017,CA,Yolo,=< 14 yrs,01APR2018:11:21:17,544,"202,753",,
2017,CA,Yuba,=< 14 yrs,01APR2018:11:21:17,259,"71,319",,
2017,CA,Alameda,>= 65 yrs,01APR2018:11:21:17,60203,"1,515,717",,
2017,CA,Alpine,>= 65 yrs,01APR2018:11:21:17,17,"1,115",,
2017,CA,Amador,>= 65 yrs,01APR2018:11:21:17,3314,"38,211",,
2017,CA,Butte,>= 65 yrs,01APR2018:11:21:17,17190,"220,287",,
2017,CA,Calaveras,>= 65 yrs,01APR2018:11:21:17,3752,"45,570",,
2017,CA,Colusa,>= 65 yrs,01APR2018:11:21:17,932,"21,608",,
2017,CA,Contra Costa,>= 65 yrs,01APR2018:11:21:17,54133,"1,043,451",,
2017,CA,Del Norte,>= 65 yrs,01APR2018:11:21:17,1676,"28,596",,
2017,CA,El Dorado,>= 65 yrs,01APR2018:11:21:17,13243,"180,987",,
2017,CA,Fresno,>= 65 yrs,01APR2018:11:21:17,43894,"935,100",,
2017,CA,Glenn,>= 65 yrs,01APR2018:11:21:17,1675,"28,708",,
2017,CA,Humboldt,>= 65 yrs,01APR2018:11:21:17,8679,"134,681",,
2017,CA,Imperial,>= 65 yrs,01APR2018:11:21:17,7042,"170,552",,
2017,CA,Inyo,>= 65 yrs,01APR2018:11:21:17,1095,"19,497",,
2017,CA,Kern,>= 65 yrs,01APR2018:11:21:17,36563,"841,588",,
2017,CA,Kings,>= 65 yrs,01APR2018:11:21:17,5353,"151,702",,
2017,CA,Lake,>= 65 yrs,01APR2018:11:21:17,5361,"64,599",,
2017,CA,Lassen,>= 65 yrs,01APR2018:11:21:17,1503,"37,144",,
2017,CA,Los Angeles,>= 65 yrs,01APR2018:11:21:17,363668,"9,811,939",,
2017,CA,Madera,>= 65 yrs,01APR2018:11:21:17,6842,"150,446",,
2017,CA,Marin,>= 65 yrs,01APR2018:11:21:17,15520,"251,685",,
2017,CA,Mariposa,>= 65 yrs,01APR2018:11:21:17,1217,"16,900",,
2017,CA,Mendocino,>= 65 yrs,01APR2018:11:21:17,6445,"87,595",,
2017,CA,Merced,>= 65 yrs,01APR2018:11:21:17,10233,"254,483",,
2017,CA,Modoc,>= 65 yrs,01APR2018:11:21:17,481,"8,506",,
2017,CA,Mono,>= 65 yrs,01APR2018:11:21:17,351,"12,975",,
2017,CA,Monterey,>= 65 yrs,01APR2018:11:21:17,15210,"402,842",,
2017,CA,Napa,>= 65 yrs,01APR2018:11:21:17,8578,"137,050",,
2017,CA,Nevada,>= 65 yrs,01APR2018:11:21:17,7869,"95,997",,
2017,CA,Orange,>= 65 yrs,01APR2018:11:21:17,136658,"3,016,237",,
2017,CA,Placer,>= 65 yrs,01APR2018:11:21:17,25362,"351,384",,
2017,CA,Plumas,>= 65 yrs,01APR2018:11:21:17,1181,"18,613",,
2017,CA,Riverside,>= 65 yrs,01APR2018:11:21:17,113977,"2,191,564",,
2017,CA,Sacramento,>= 65 yrs,01APR2018:11:21:17,72555,"1,420,705",,
2017,CA,San Benito,>= 65 yrs,01APR2018:11:21:17,2044,"53,857",,
2017,CA,San Bernardino,>= 65 yrs,01APR2018:11:21:17,88589,"2,032,042",,
2017,CA,San Diego,>= 65 yrs,01APR2018:11:21:17,142540,"3,091,958",,
2017,CA,San Francisco,>= 65 yrs,01APR2018:11:21:17,27607,"805,232",,
2017,CA,San Joaquin,>= 65 yrs,01APR2018:11:21:17,33001,"684,518",,
2017,CA,San Luis Obispo,>= 65 yrs,01APR2018:11:21:17,17654,"269,227",,
2017,CA,San Mateo,>= 65 yrs,01APR2018:11:21:17,28766,"690,399",,
2017,CA,Santa Barbara,>= 65 yrs,01APR2018:11:21:17,20911,"424,106",,
2017,CA,Santa Clara,>= 65 yrs,01APR2018:11:21:17,61673,"1,805,212",,
2017,CA,Santa Cruz,>= 65 yrs,01APR2018:11:21:17,13956,"280,225",,
2017,CA,Shasta,>= 65 yrs,01APR2018:11:21:17,15299,"184,231",,
2017,CA,Sierra,>= 65 yrs,01APR2018:11:21:17,166,"2,910",,
2017,CA,Siskiyou,>= 65 yrs,01APR2018:11:21:17,3091,"46,055",,
2017,CA,Solano,>= 65 yrs,01APR2018:11:21:17,19757,"412,119",,
2017,CA,Sonoma,>= 65 yrs,01APR2018:11:21:17,30190,"484,213",,
2017,CA,Stanislaus,>= 65 yrs,01APR2018:11:21:17,30500,"518,345",,
2017,CA,Sutter,>= 65 yrs,01APR2018:11:21:17,6032,"93,812",,
2017,CA,Tehama,>= 65 yrs,01APR2018:11:21:17,3865,"54,639",,
2017,CA,Trinity,>= 65 yrs,01APR2018:11:21:17,1020,"13,701",,
2017,CA,Tulare,>= 65 yrs,01APR2018:11:21:17,18628,"438,352",,
2017,CA,Tuolumne,>= 65 yrs,01APR2018:11:21:17,4738,"54,242",,
2017,CA,Ventura,>= 65 yrs,01APR2018:11:21:17,40867,"827,963",,
2017,CA,Yolo,>= 65 yrs,01APR2018:11:21:17,8527,"202,753",,
2017,CA,Yuba,>= 65 yrs,01APR2018:11:21:17,3879,"71,319",,
